country,description,designation,points,price,province,region,title,variety,winery
Spain,"A yeasty nose smells all right but somewhat artificial and not that fruity. A low-acid palate has flavors of melon and grape skins, but the total package seems a touch nutty and prematurely stale. A flat finish is consistent with what came before.",,85,12.0,Northern Spain,Rioja,Sierra Cantabria 2016 Rosé (Rioja),Rosé,Sierra Cantabria
Spain,"Sweet and plump in the nose, with a hint of caramel corn, burnt sugar and char. Flavors of walnuts, dried apricots and citrus peel carry the palate, while the lasting and tasty finish delivers the works in terms of toffee, mocha and raisins. More fruity than many, with a touch of mushroom.",10RF Oloroso Medium Sherry,90,14.0,Andalucia,Jerez,Osborne NV 10RF Oloroso Medium Sherry Sherry (Jerez),Sherry,Osborne
Spain,"This wine looks clear, with aromas of chewing gum, watermelon and cherry. The palate is regular and nebulous in feel, while flavors of melon and peach are slightly oxidized and pithy. A blend of 50% Tempranillo with 30% Garnacha and 20% Viura.",,84,12.0,Northern Spain,Rioja,Sierra Cantabria 2011 Rosé (Rioja),Rosé,Sierra Cantabria
Spain,"Hard berry and plum aromas turn minty and grassy with airing. It feels tough and tannic, but fresh, with mild herb-tinged flavors of red berry and red plum. Finishes lively but rough, with a mint note and grabby tannins.",Spanish Demon,84,10.0,Northern Spain,Rioja,Vallobera 2011 Spanish Demon  (Rioja),Tempranillo,Vallobera
Spain,"Spiced apple and dried cheese aromas are simultaneously honest and slightly crude. This Cava feels fluffy, foamy and average in composition, with lime, pickled melon and brine flavors. It maintains the pickled character on the finish, which tastes slightly bitter.",Mercat Brut,84,12.0,Catalonia,Cava,El Xamfrà NV Mercat Brut Sparkling (Cava),Sparkling Blend,El Xamfrà
Spain,"Raisiny and jammy on the bouquet, this wine becomes vital in the mouth, with fresh acidity supporting the raspberry and red plum flavors. The raisiny resurfaces on the finish, with acidic bite.",Crianza,84,14.0,Northern Spain,Cariñena,Campos de Luz 2008 Crianza Garnacha (Cariñena),Garnacha,Campos de Luz
Spain,"This has a jumpy and piquant bouquet, with notes of plum and raspberry. It feels pinched and narrow but lively, with mild berry, cherry and leather flavors. Holds onto that leathery characteristic on what amounts to a slightly bitter tasting finish.",Tinto Joven,84,10.0,Northern Spain,Ribera del Duero,Pradorey 2011 Tinto Joven  (Ribera del Duero),Tempranillo,Pradorey
Spain,"White fruit and flower aromas are friendly and simple. The palate feels soft and syrupy, and thus it's not surprising that the wine's flavors of sweet apple and pear taste honeyed and candied. Creamy on the finish, lacking the zest and cut that Verdejo should have.",Lunares Old Vines,84,10.0,Northern Spain,Rueda,Lo Nuevo 2011 Lunares Old Vines Verdejo (Rueda),Verdejo,Lo Nuevo
Spain,"A fiery, demanding, extremely power-packed Sherry, with toffee, orange zest, pecan pie and apricot aromas. Feels tight and high in acidity, with dry, salty flavors of walnut oil and pecans. Layered and drying on the finish, with power to spare.",Prestige 50 Oloroso Viejísimo,88,75.0,Andalucia,Jerez,Pedro Romero NV Prestige 50 Oloroso Viejísimo Sherry (Jerez),Sherry,Pedro Romero
Spain,"This may appeal more to some than others because barrel-fermented Viura is a tough row. Smells a lot like creamed corn or wheat, with apple cider on the side. It's barely acidic enough, thus it's soft in feel and tastes of butterscotch, melon and flabby apple. Seemingly less interesting than in the past.",Fermentado en Barrica,84,15.0,Northern Spain,Rioja,Finca Nueva 2010 Fermentado en Barrica Viura (Rioja),Viura,Finca Nueva
Spain,"Mild salinic aromas bring lime and lychee. Feels standard and smooth enough, with sweet white fruit flavors that suggest peach. As a semi-dry, it always feels and tastes sugary.",Carta Nevada Semi Dry,84,9.0,Catalonia,Cava,Freixenet NV Carta Nevada Semi Dry Sparkling (Cava),Sparkling Blend,Freixenet
Spain,"Smells sweet as cantaloupe, with perfume tossed in. Shows acidity and a smooth bubble wave on the palate along with flavors of watermelon, lychee and cantaloupe. Fresh but quick on the finish.",Opera Prima Pink Moscato,84,8.0,Central Spain,Vino de la Tierra de Castilla,J. Garcia Carrion NV Opera Prima Pink Moscato Sparkling (Vino de la Tierra de Castilla),Sparkling Blend,J. Garcia Carrion
Spain,"Lightly dusty apple and wood spice aromas are highly inviting. A layered full-size palate delivers oaky apple and salted butter-like flavors, while this Viura-Malvasia blend finishes long, smooth and steady. Drink this complex barrel-fermented wine through 2022.",Fermentado en Barrica,93,30.0,Northern Spain,Rioja,Remírez de Ganuza 2015 Fermentado en Barrica White (Rioja),White Blend,Remírez de Ganuza
Spain,"Earth, cola, berry, toast and leather aromas share the bouquet. The palate is narrow and pinched by firm tannins, while the flavor profile deals a mix of herb, toast and plum. Warm, earthy and oaky on the finish, the wine carries a lemony accent and satisfying length.",Gaubança,88,28.0,Catalonia,Priorat,Pahí Poboleda 2009 Gaubança Red (Priorat),Red Blend,Pahí Poboleda
Spain,"This is initially dark and earthy, with brandied cherry, leather and tobacco aromas. It feels complete and offers core acids to keep it feeling fresh. Flavors of black fruit and spice lead to a lasting finish with cola and cherry notes.",Glorioso Gran Reserva,88,35.0,Northern Spain,Rioja,Bodegas Palacio 2005 Glorioso Gran Reserva  (Rioja),Tempranillo,Bodegas Palacio
Spain,"Pure berry and plum aromas are nuanced by notes of tobacco, cedar and spice. This wine is tight and rock solid on the palate, with laser-like focus. Flavors of plum, blackberry and toasty oak finish woody, smoky and resiny. Best from 2016 through 2023.",Finca El Otero,93,45.0,Northern Spain,Ribera del Duero,Áster 2010 Finca El Otero  (Ribera del Duero),Tinto Fino,Áster
Spain,"Bold, deep cola, lemon peel and exotic spice and herb aromas are a great intro to a well-built, saturated, but fairly tannic Tempranillo, with flavors of plum, blackberry and chocolate. Cedar and spice notes positively influence a layered finish. Overall this captures the essence of Ribera del Duero. Drink through 2022.",Reserva,92,36.0,Northern Spain,Ribera del Duero,Legaris 2010 Reserva  (Ribera del Duero),Tinto Fino,Legaris
Spain,"Grapy smelling at first, this is made from a vineyard located in a Spanish national park. It is tight, tannic and mildly astringent on the palate, with high-tension structure. Wild berry flavors are gamey in nature, with spice, tobacco and earth notes adding complexity. Drink this old vine wine now through 2022.",Parcela N.5,92,40.0,Northern Spain,Rioja,Luis Alegre 2009 Parcela N.5  (Rioja),Tempranillo Blend,Luis Alegre
Spain,"Monastrell (with 30% Cabernet Sauvignon) has rarely smelled this perfumed, rich and inviting. This is an ultraripe Levante bruiser, with a jammy yet defined structure and huge flavors of baked blackberry, exotic spice, dusty mineral and toasty oak. Herbs, espresso and toast flavors propel this rich red to a lush finish. Drink through 2017.",Clio,92,45.0,Levante,Jumilla,El Nido 2011 Clio Red (Jumilla),Red Blend,El Nido
Spain,"Snappy cherry and berry aromas have the slightest accent of mint and grass. It feels fresh, forward and tight, with plum and spicy berry flavors. The finish remains fruity and firm.",,86,13.0,Northern Spain,Campo de Borja,El Pensador 2010 Tempranillo (Campo de Borja),Tempranillo,El Pensador
Spain,"Raw, gamy aromas of herbal black fruits and wet dog fur set up a bumpy palate that's tough and jagged. Unabsorbed oak sits atop rudimentary berry fruit flavors, while the finish is choppy, oaky and herbal.",Finca Resalso,84,15.0,Northern Spain,Ribera del Duero,Emilio Moro 2015 Finca Resalso  (Ribera del Duero),Tempranillo,Emilio Moro
Spain,"Funky aromas of wet dog, grapy berry fruits and hickory are sketchy. This feels more baked and flat than lively, while flavors of oaky, creamy berry fruits are mildly green. A thick, oaky finish is more gummy than fresh.",Dama De Toro,84,20.0,Northern Spain,Toro,Bodegas Fariña 2013 Dama De Toro  (Toro),Tempranillo,Bodegas Fariña
Spain,"Herbal, peppery aromas of tomato and green herbs are sketchy. This feels raw, juicy and citric, while flavors of briny, peppery, lightly bitter citrus fruits end similarly. This is made entirely from the Trepat grape.",Brut Rosé,84,15.0,Catalonia,Cava,Villa Conchi NV Brut Rosé Sparkling (Cava),Sparkling Blend,Villa Conchi
Spain,"Stewy aromas of berry fruits and wet dog are barely acceptable. This wine feels plump and round, with reasonable balance. Flavors of black plum, blackberry and mocha end with notes of coffee and soft tannins.",,84,10.0,Northern Spain,Cariñena,Beso de Vino 2015 Syrah-Grenache (Cariñena),Syrah-Grenache,Beso de Vino
Spain,"Baked aromas of raisin, prune and black cherry are also oaky. This feels and tastes stewed. Flavors of baked berries and marshmallow finish with a note of chocolate and a grabby, heavy feel.",,84,15.0,Northern Spain,Cariñena,Lelia 2014 Garnacha (Cariñena),Garnacha,Lelia
Spain,"Heavy, grapy aromas are topped with forceful oak. This wine feels big but mostly fresh, with grapy, oaky flavors that suggest burnt hickory wood. A touch of char rises up on the finish of this Garnacha-Syrah blend.",Prados Fusión,84,12.0,Northern Spain,Campo de Borja,Pagos del Moncayo 2015 Prados Fusión Garnacha-Syrah (Campo de Borja),Garnacha-Syrah,Pagos del Moncayo
Spain,"This label has turned a corner from its early days; the 2005 is a very nice wine with smooth, ripe berry aromas backed by black cherry, smoked meat, coffee and other savory, dark flavors. Structured and well put together, with medium-depth flavors and good balance.",Roble,89,17.0,Northern Spain,Ribera del Duero,Finca El Encinal 2005 Roble  (Ribera del Duero),Tempranillo,Finca El Encinal
Spain,"A fresh and lively style of Rioja, with red-fruit aromas leading straight to a no-issues palate full of ripe plum and cherry flavors. The wine is uncomplicated, smooth and even a little chocolaty.",Crianza,89,30.0,Northern Spain,Rioja,Lar de Paula 2003 Crianza  (Rioja),Tempranillo Blend,Lar de Paula
Spain,"Spicy, toasty black-fruit aromas set up a firm palate with wrenching tannic grip. Spicy flavors of dark plum and blackberry are typical of this type of Monastrell blend. Peppery notes and herbal accents are up front on the finish.",C,89,14.0,Levante,Jumilla,Bodegas Carchelo 2014 C Red (Jumilla),Red Blend,Bodegas Carchelo
Spain,"Toasty, charred, fiery aromas of black fruits are anything but shy. This feels tannic in general, with softness around the edges of the palate. Flavors of prune, spice cake and coffee finish toasty and warm, with lasting, hard tannins. Drink through 2023.",,89,45.0,Northern Spain,Toro,Vatan 2013  Toro,Tinta de Toro,Vatan
Spain,"Lemon and grapefruit aromas come with minerally notes of granite and crushed vitamin dust. An almost sharp and cutting palate offers generic citrus and green apple flavors in front of a chiseled, high-acid finish.",,88,25.0,Galicia,Rías Baixas,Mar de Frades 2015 Albariño (Rías Baixas),Albariño,Mar de Frades
Spain,"Ripe, brandied aromas of baked cherry and blackberry are heady and leathery upon airing. This shows raw tannins and scratchy acidity in front of traditional flavors: vanilla, oak, currant and raspberry. An oaky finish comes with vanilla, toast and chocolaty accents.",Crianza,87,20.0,Northern Spain,Ribera del Duero,Viña Mayor 2010 Crianza  (Ribera del Duero),Tempranillo,Viña Mayor
Spain,"Scratchy, minty aromas are the opening on this rough and rugged blend of Tempranillo and Cabernet Sauvignon. In the mouth, this is hard as nails, with extreme tannic bite. Flavors of blackberry and chocolate are ripe and satisfying, while resiny oak, baking spice notes and rough tannnins define the finish.",Cala N. 2,87,22.0,Central Spain,Vino de la Tierra de Castilla,Tinedo 2009 Cala N. 2 Tempranillo-Cabernet Sauvignon (Vino de la Tierra de Castilla),Tempranillo-Cabernet Sauvignon,Tinedo
Spain,"Roasted, rubbery aromas come with an herbal offset and mild stalky notes. This is full and rubbery feeling, with baked berry, herb and peppery flavors residing before a dry, tannic, stocky finish that's a fair conclusion to this blend of Garnacha, Carignan and Cabernet Sauvignon.",Vinyes Velles Old Vines,87,20.0,Catalonia,Priorat,Tosalet 2009 Vinyes Velles Old Vines Red (Priorat),Red Blend,Tosalet
Spain,"Basic, minerally aromas of apple and pear are good and suggest iodine. The mouthfeel is a bit foamy, but this is also fresh and vital for a 2007 Cava. Crisp flavors of lime, orange and green herbs end similarly, with linear balance.",Premium Cuvée Brut Millésime,87,12.0,Catalonia,Cava,Mas de Monistrol 2007 Premium Cuvée Brut Millésime Sparkling (Cava),Sparkling Blend,Mas de Monistrol
Spain,"Another excellent Idus. The nose is jammed full of big berry, leather and earth aromas. In the mouth, it's pure to the hilt, with jammy depth and delicious flavors of blackberry, chocolate and licorice. Finishes toasty and creamy, with soft tannins and ease. Drink now through 2015.",Idus,93,50.0,Catalonia,Priorat,Vall Llach 2006 Idus Red (Priorat),Red Blend,Vall Llach
Spain,"Baked, earthy, minerally berry fruit aromas suggest lead pencil, roasted plum, cassis and raspberry. The palate is lush, pure and balanced, with classic Priorat flavors of mineral-tinged blackberry and plum. Chunky and smooth on the finish, with broad, soft tannins. There's no bite or harshness at all; drink now through 2014.",Clos Figueres,92,90.0,Catalonia,Priorat,Clos Figueras 2006 Clos Figueres Red (Priorat),Red Blend,Clos Figueras
